date,time,group,subject,session,build,trialnum,blockcode,trialcode,correct,latency,stimulusnumber1,stimulusitem1,stimulusonset1,stimulusnumber2,stimulusitem2,stimulusonset2,stimulusnumber3,stimulusitem3,stimulusonset3,stimulusnumber4,stimulusitem4,stimulusonset4,stimulusnumber5,stimulusitem5,stimulusonset5,stimulusnumber6,stimulusitem6,stimulusonset6,stimulusnumber7,stimulusitem7,stimulusonset7,stimulusnumber8,stimulusitem8,stimulusonset8,stimulusnumber9,stimulusitem9,stimulusonset9
23.06.22,13:40:41,930613463,637089700,1,06.06.00,3,scale,positive,0,8267,1,pleasant1.jpg,-9,1,pleasant2.jpg,-9,1,pleasant3.jpg,-9,1,pleasant4.jpg,-9,1,unpleasant1.jpg,-9,1,unpleasant2.jpg,-9,1,unpleasant3.jpg,-9,1,unpleasant4.jpg,-9,1,Please use the mouse to click on the desired response option!,-9
23.06.22,13:40:41,930613463,637089700,1,06.06.00,4,scale,prefer,0,5938,1,pleasant1.jpg,-10,1,pleasant2.jpg,-10,1,pleasant3.jpg,-10,1,pleasant4.jpg,-10,1,unpleasant1.jpg,-10,1,unpleasant2.jpg,-10,1,unpleasant3.jpg,-10,1,unpleasant4.jpg,-10,1,Please use the mouse to click on the desired response option!,-10
23.06.22,13:41:45,433892565,786441188,1,06.06.00,1,scale,instructions,1,33109,1,"This is the second of the six tasks. You will be presented with a number of trials. On each trial, you will be asked to make a rating between two categories by clicking a number between 1 and 7.  1 indicates a strong preference for the category presented on the left, whereas 7 represents a strong preference for the category presented on the right. 4 indcates no preference.  When you are ready to begin, please press the spacebar.",-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.06.22,13:41:45,433892565,786441188,1,06.06.00,2,scale,like,0,14341,1,pleasant1.jpg,-15,1,pleasant2.jpg,-15,1,pleasant3.jpg,-15,1,pleasant4.jpg,-15,1,unpleasant1.jpg,-15,1,unpleasant2.jpg,-15,1,unpleasant3.jpg,-15,1,unpleasant4.jpg,-15,1,Please use the mouse to click on the desired response option!,-15
23.06.22,13:41:45,433892565,786441188,1,06.06.00,3,scale,positive,0,4175,1,pleasant1.jpg,-4,1,pleasant2.jpg,-4,1,pleasant3.jpg,-4,1,pleasant4.jpg,-4,1,unpleasant1.jpg,-4,1,unpleasant2.jpg,-4,1,unpleasant3.jpg,-4,1,unpleasant4.jpg,-4,1,Please use the mouse to click on the desired response option!,-4
23.06.22,13:41:45,433892565,786441188,1,06.06.00,4,scale,prefer,0,7731,1,pleasant1.jpg,-5,1,pleasant2.jpg,-5,1,pleasant3.jpg,-5,1,pleasant4.jpg,-5,1,unpleasant1.jpg,-5,1,unpleasant2.jpg,-5,1,unpleasant3.jpg,-5,1,unpleasant4.jpg,-5,1,Please use the mouse to click on the desired response option!,-5
23.06.22,12:45:39,750875114,510787584,1,06.06.00,1,scale,instructions,1,14717,1,"This is the second of the six tasks. You will be presented with a number of trials. On each trial, you will be asked to make a rating between two categories by clicking a number between 1 and 7.  1 indicates a strong preference for the category presented on the left, whereas 7 represents a strong preference for the category presented on the right. 4 indcates no preference.  When you are ready to begin, please press the spacebar.",-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.06.22,12:45:39,750875114,510787584,1,06.06.00,2,scale,like,0,9710,1,pleasant1.jpg,-14,1,pleasant2.jpg,-14,1,pleasant3.jpg,-14,1,pleasant4.jpg,-14,1,unpleasant1.jpg,-14,1,unpleasant2.jpg,-14,1,unpleasant3.jpg,-14,1,unpleasant4.jpg,-14,1,Please use the mouse to click on the desired response option!,-14
23.06.22,12:45:39,750875114,510787584,1,06.06.00,3,scale,positive,0,2495,1,pleasant1.jpg,-3,1,pleasant2.jpg,-3,1,pleasant3.jpg,-3,1,pleasant4.jpg,-3,1,unpleasant1.jpg,-3,1,unpleasant2.jpg,-3,1,unpleasant3.jpg,-3,1,unpleasant4.jpg,-3,1,Please use the mouse to click on the desired response option!,-3
23.06.22,12:45:39,750875114,510787584,1,06.06.00,4,scale,prefer,0,2628,1,pleasant1.jpg,-5,1,pleasant2.jpg,-5,1,pleasant3.jpg,-5,1,pleasant4.jpg,-5,1,unpleasant1.jpg,-5,1,unpleasant2.jpg,-5,1,unpleasant3.jpg,-5,1,unpleasant4.jpg,-5,1,Please use the mouse to click on the desired response option!,-5
23.06.22,12:44:00,305030099,684265529,1,06.06.00,1,scale,instructions,1,60905,1,"This is the second of the six tasks. You will be presented with a number of trials. On each trial, you will be asked to make a rating between two categories by clicking a number between 1 and 7.  1 indicates a strong preference for the category presented on the left, whereas 7 represents a strong preference for the category presented on the right. 4 indcates no preference.  When you are ready to begin, please press the spacebar.",-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.06.22,12:44:00,305030099,684265529,1,06.06.00,2,scale,like,0,11888,1,pleasant1.jpg,14,1,pleasant2.jpg,14,1,pleasant3.jpg,14,1,pleasant4.jpg,14,1,unpleasant1.jpg,14,1,unpleasant2.jpg,14,1,unpleasant3.jpg,14,1,unpleasant4.jpg,14,1,Please use the mouse to click on the desired response option!,14
23.06.22,12:44:00,305030099,684265529,1,06.06.00,3,scale,positive,0,5220,1,pleasant1.jpg,-5,1,pleasant2.jpg,-5,1,pleasant3.jpg,-5,1,pleasant4.jpg,-5,1,unpleasant1.jpg,-5,1,unpleasant2.jpg,-5,1,unpleasant3.jpg,-5,1,unpleasant4.jpg,-5,1,Please use the mouse to click on the desired response option!,-5
23.06.22,12:44:00,305030099,684265529,1,06.06.00,4,scale,prefer,0,6514,1,pleasant1.jpg,-5,1,pleasant2.jpg,-5,1,pleasant3.jpg,-5,1,pleasant4.jpg,-5,1,unpleasant1.jpg,-5,1,unpleasant2.jpg,-5,1,unpleasant3.jpg,-5,1,unpleasant4.jpg,-5,1,Please use the mouse to click on the desired response option!,-5
23.06.22,07:45:16,486315965,199802590,1,06.06.00,1,scale,instructions,1,16760,1,"This is the second of the six tasks. You will be presented with a number of trials. On each trial, you will be asked to make a rating between two categories by clicking a number between 1 and 7.  1 indicates a strong preference for the category presented on the left, whereas 7 represents a strong preference for the category presented on the right. 4 indcates no preference.  When you are ready to begin, please press the spacebar.",-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.06.22,07:45:16,486315965,199802590,1,06.06.00,2,scale,like,0,20444,1,pleasant1.jpg,-2,1,pleasant2.jpg,-2,1,pleasant3.jpg,-2,1,pleasant4.jpg,-2,1,unpleasant1.jpg,-2,1,unpleasant2.jpg,-2,1,unpleasant3.jpg,-2,1,unpleasant4.jpg,-2,1,Please use the mouse to click on the desired response option!,-2
23.06.22,07:45:16,486315965,199802590,1,06.06.00,3,scale,positive,0,1842,1,pleasant1.jpg,-6,1,pleasant2.jpg,-6,1,pleasant3.jpg,-6,1,pleasant4.jpg,-6,1,unpleasant1.jpg,-6,1,unpleasant2.jpg,-6,1,unpleasant3.jpg,-6,1,unpleasant4.jpg,-6,1,Please use the mouse to click on the desired response option!,-6
23.06.22,07:45:16,486315965,199802590,1,06.06.00,4,scale,prefer,0,1616,1,pleasant1.jpg,0,1,pleasant2.jpg,0,1,pleasant3.jpg,0,1,pleasant4.jpg,0,1,unpleasant1.jpg,0,1,unpleasant2.jpg,0,1,unpleasant3.jpg,0,1,unpleasant4.jpg,0,1,Please use the mouse to click on the desired response option!,0
23.06.22,04:45:03,604663550,47022865,1,06.06.00,1,scale,instructions,1,18475,1,"This is the second of the six tasks. You will be presented with a number of trials. On each trial, you will be asked to make a rating between two categories by clicking a number between 1 and 7.  1 indicates a strong preference for the category presented on the left, whereas 7 represents a strong preference for the category presented on the right. 4 indcates no preference.  When you are ready to begin, please press the spacebar.",-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.06.22,04:45:03,604663550,47022865,1,06.06.00,2,scale,like,0,21998,1,pleasant1.jpg,-15,1,pleasant2.jpg,-15,1,pleasant3.jpg,-15,1,pleasant4.jpg,-15,1,unpleasant1.jpg,-15,1,unpleasant2.jpg,-15,1,unpleasant3.jpg,-15,1,unpleasant4.jpg,-15,1,Please use the mouse to click on the desired response option!,-15
23.06.22,04:45:03,604663550,47022865,1,06.06.00,3,scale,positive,0,1738,1,pleasant1.jpg,-2,1,pleasant2.jpg,-2,1,pleasant3.jpg,-2,1,pleasant4.jpg,-2,1,unpleasant1.jpg,-2,1,unpleasant2.jpg,-2,1,unpleasant3.jpg,-2,1,unpleasant4.jpg,-2,1,Please use the mouse to click on the desired response option!,-2
23.06.22,04:45:03,604663550,47022865,1,06.06.00,4,scale,prefer,0,12449,1,pleasant1.jpg,-5,1,pleasant2.jpg,-5,1,pleasant3.jpg,-5,1,pleasant4.jpg,-5,1,unpleasant1.jpg,-5,1,unpleasant2.jpg,-5,1,unpleasant3.jpg,-5,1,unpleasant4.jpg,-5,1,Please use the mouse to click on the desired response option!,-5
23.06.22,12:48:19,942071899,295696078,1,06.06.00,1,scale,instructions,1,13018,1,"This is the second of the six tasks. You will be presented with a number of trials. On each trial, you will be asked to make a rating between two categories by clicking a number between 1 and 7.  1 indicates a strong preference for the category presented on the left, whereas 7 represents a strong preference for the category presented on the right. 4 indcates no preference.  When you are ready to begin, please press the spacebar.",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.06.22,12:48:19,942071899,295696078,1,06.06.00,2,scale,like,0,11636,1,pleasant1.jpg,4,1,pleasant2.jpg,4,1,pleasant3.jpg,4,1,pleasant4.jpg,4,1,unpleasant1.jpg,4,1,unpleasant2.jpg,4,1,unpleasant3.jpg,4,1,unpleasant4.jpg,4,1,Please use the mouse to click on the desired response option!,4
23.06.22,12:48:19,942071899,295696078,1,06.06.00,3,scale,positive,0,5607,1,pleasant1.jpg,4,1,pleasant2.jpg,4,1,pleasant3.jpg,4,1,pleasant4.jpg,4,1,unpleasant1.jpg,4,1,unpleasant2.jpg,4,1,unpleasant3.jpg,4,1,unpleasant4.jpg,4,1,Please use the mouse to click on the desired response option!,4
23.06.22,12:48:19,942071899,295696078,1,06.06.00,4,scale,prefer,0,4671,1,pleasant1.jpg,7,1,pleasant2.jpg,7,1,pleasant3.jpg,7,1,pleasant4.jpg,7,1,unpleasant1.jpg,7,1,unpleasant2.jpg,7,1,unpleasant3.jpg,7,1,unpleasant4.jpg,7,1,Please use the mouse to click on the desired response option!,7
23.06.22,12:50:22,650977857,32034696,1,06.06.00,1,scale,instructions,1,15667,1,"This is the second of the six tasks. You will be presented with a number of trials. On each trial, you will be asked to make a rating between two categories by clicking a number between 1 and 7.  1 indicates a strong preference for the category presented on the left, whereas 7 represents a strong preference for the category presented on the right. 4 indcates no preference.  When you are ready to begin, please press the spacebar.",-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.06.22,12:50:22,650977857,32034696,1,06.06.00,2,scale,like,0,7570,1,pleasant1.jpg,22,1,pleasant2.jpg,22,1,pleasant3.jpg,22,1,pleasant4.jpg,22,1,unpleasant1.jpg,22,1,unpleasant2.jpg,22,1,unpleasant3.jpg,22,1,unpleasant4.jpg,22,1,Please use the mouse to click on the desired response option!,22
23.06.22,12:50:22,650977857,32034696,1,06.06.00,3,scale,positive,0,5928,1,pleasant1.jpg,-3,1,pleasant2.jpg,-3,1,pleasant3.jpg,-3,1,pleasant4.jpg,-3,1,unpleasant1.jpg,-3,1,unpleasant2.jpg,-3,1,unpleasant3.jpg,-3,1,unpleasant4.jpg,-3,1,Please use the mouse to click on the desired response option!,-3
23.06.22,12:50:22,650977857,32034696,1,06.06.00,4,scale,prefer,0,5544,1,pleasant1.jpg,-7,1,pleasant2.jpg,-7,1,pleasant3.jpg,-7,1,pleasant4.jpg,-7,1,unpleasant1.jpg,-7,1,unpleasant2.jpg,-7,1,unpleasant3.jpg,-7,1,unpleasant4.jpg,-7,1,Please use the mouse to click on the desired response option!,-7
23.06.22,12:50:52,102160010,494447594,1,06.06.00,1,scale,instructions,1,33397,1,"This is the second of the six tasks. You will be presented with a number of trials. On each trial, you will be asked to make a rating between two categories by clicking a number between 1 and 7.  1 indicates a strong preference for the category presented on the left, whereas 7 represents a strong preference for the category presented on the right. 4 indcates no preference.  When you are ready to begin, please press the spacebar.",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.06.22,12:50:52,102160010,494447594,1,06.06.00,2,scale,like,0,13990,1,pleasant1.jpg,10,1,pleasant2.jpg,10,1,pleasant3.jpg,10,1,pleasant4.jpg,10,1,unpleasant1.jpg,10,1,unpleasant2.jpg,10,1,unpleasant3.jpg,10,1,unpleasant4.jpg,10,1,Please use the mouse to click on the desired response option!,10
23.06.22,12:50:52,102160010,494447594,1,06.06.00,3,scale,positive,0,21660,1,pleasant1.jpg,1,1,pleasant2.jpg,1,1,pleasant3.jpg,1,1,pleasant4.jpg,1,1,unpleasant1.jpg,1,1,unpleasant2.jpg,1,1,unpleasant3.jpg,1,1,unpleasant4.jpg,1,1,Please use the mouse to click on the desired response option!,1
23.06.22,12:50:52,102160010,494447594,1,06.06.00,4,scale,prefer,0,8010,1,pleasant1.jpg,2,1,pleasant2.jpg,2,1,pleasant3.jpg,2,1,pleasant4.jpg,2,1,unpleasant1.jpg,2,1,unpleasant2.jpg,2,1,unpleasant3.jpg,2,1,unpleasant4.jpg,2,1,Please use the mouse to click on the desired response option!,2
23.06.22,12:53:51,375737077,238678139,1,06.06.00,1,scale,instructions,1,14874,1,"This is the second of the six tasks. You will be presented with a number of trials. On each trial, you will be asked to make a rating between two categories by clicking a number between 1 and 7.  1 indicates a strong preference for the category presented on the left, whereas 7 represents a strong preference for the category presented on the right. 4 indcates no preference.  When you are ready to begin, please press the spacebar.",-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.06.22,12:53:51,375737077,238678139,1,06.06.00,2,scale,like,0,10852,1,pleasant1.jpg,-16,1,pleasant2.jpg,-16,1,pleasant3.jpg,-16,1,pleasant4.jpg,-16,1,unpleasant1.jpg,-16,1,unpleasant2.jpg,-16,1,unpleasant3.jpg,-16,1,unpleasant4.jpg,-16,1,Please use the mouse to click on the desired response option!,-16
23.06.22,12:53:51,375737077,238678139,1,06.06.00,3,scale,positive,0,5549,1,pleasant1.jpg,-8,1,pleasant2.jpg,-8,1,pleasant3.jpg,-8,1,pleasant4.jpg,-8,1,unpleasant1.jpg,-8,1,unpleasant2.jpg,-8,1,unpleasant3.jpg,-8,1,unpleasant4.jpg,-8,1,Please use the mouse to click on the desired response option!,-8
23.06.22,12:53:51,375737077,238678139,1,06.06.00,4,scale,prefer,0,5522,1,pleasant1.jpg,-10,1,pleasant2.jpg,-10,1,pleasant3.jpg,-10,1,pleasant4.jpg,-10,1,unpleasant1.jpg,-10,1,unpleasant2.jpg,-10,1,unpleasant3.jpg,-10,1,unpleasant4.jpg,-10,1,Please use the mouse to click on the desired response option!,-10
23.06.22,12:54:04,501120534,59367911,1,06.06.00,1,scale,instructions,1,26668,1,"This is the second of the six tasks. You will be presented with a number of trials. On each trial, you will be asked to make a rating between two categories by clicking a number between 1 and 7.  1 indicates a strong preference for the category presented on the left, whereas 7 represents a strong preference for the category presented on the right. 4 indcates no preference.  When you are ready to begin, please press the spacebar.",-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.06.22,12:54:04,501120534,59367911,1,06.06.00,2,scale,like,0,11453,1,pleasant1.jpg,29,1,pleasant2.jpg,29,1,pleasant3.jpg,29,1,pleasant4.jpg,29,1,unpleasant1.jpg,29,1,unpleasant2.jpg,29,1,unpleasant3.jpg,29,1,unpleasant4.jpg,29,1,Please use the mouse to click on the desired response option!,29
23.06.22,12:54:04,501120534,59367911,1,06.06.00,3,scale,positive,0,3776,1,pleasant1.jpg,-6,1,pleasant2.jpg,-6,1,pleasant3.jpg,-6,1,pleasant4.jpg,-6,1,unpleasant1.jpg,-6,1,unpleasant2.jpg,-6,1,unpleasant3.jpg,-6,1,unpleasant4.jpg,-6,1,Please use the mouse to click on the desired response option!,-6
23.06.22,12:54:04,501120534,59367911,1,06.06.00,4,scale,prefer,0,4399,1,pleasant1.jpg,-8,1,pleasant2.jpg,-8,1,pleasant3.jpg,-8,1,pleasant4.jpg,-8,1,unpleasant1.jpg,-8,1,unpleasant2.jpg,-8,1,unpleasant3.jpg,-8,1,unpleasant4.jpg,-8,1,Please use the mouse to click on the desired response option!,-8
23.06.22,12:55:14,196403917,586346915,1,06.06.00,1,scale,instructions,1,12417,1,"This is the second of the six tasks. You will be presented with a number of trials. On each trial, you will be asked to make a rating between two categories by clicking a number between 1 and 7.  1 indicates a strong preference for the category presented on the left, whereas 7 represents a strong preference for the category presented on the right. 4 indcates no preference.  When you are ready to begin, please press the spacebar.",-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.06.22,12:55:14,196403917,586346915,1,06.06.00,2,scale,like,0,8999,1,pleasant1.jpg,-19,1,pleasant2.jpg,-19,1,pleasant3.jpg,-19,1,pleasant4.jpg,-19,1,unpleasant1.jpg,-19,1,unpleasant2.jpg,-19,1,unpleasant3.jpg,-19,1,unpleasant4.jpg,-19,1,Please use the mouse to click on the desired response option!,-19
23.06.22,12:55:14,196403917,586346915,1,06.06.00,3,scale,positive,0,2975,1,pleasant1.jpg,-2,1,pleasant2.jpg,-2,1,pleasant3.jpg,-2,1,pleasant4.jpg,-2,1,unpleasant1.jpg,-2,1,unpleasant2.jpg,-2,1,unpleasant3.jpg,-2,1,unpleasant4.jpg,-2,1,Please use the mouse to click on the desired response option!,-2
23.06.22,12:55:14,196403917,586346915,1,06.06.00,4,scale,prefer,0,6333,1,pleasant1.jpg,-4,1,pleasant2.jpg,-4,1,pleasant3.jpg,-4,1,pleasant4.jpg,-4,1,unpleasant1.jpg,-4,1,unpleasant2.jpg,-4,1,unpleasant3.jpg,-4,1,unpleasant4.jpg,-4,1,Please use the mouse to click on the desired response option!,-4
23.06.22,12:54:55,523440644,386661197,1,06.06.00,1,scale,instructions,1,23532,1,"This is the second of the six tasks. You will be presented with a number of trials. On each trial, you will be asked to make a rating between two categories by clicking a number between 1 and 7.  1 indicates a strong preference for the category presented on the left, whereas 7 represents a strong preference for the category presented on the right. 4 indcates no preference.  When you are ready to begin, please press the spacebar.",-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
